MIS_Status,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx
P I F,2137895000,"Avina & Hageman, Inc. dba: Gol",FRESNO,CA,93711,BANK OF THE SIERRA,CA,531210,17126,2007,12,1,2,1,1,0,1,Y,N,17166,250000,0,250000,187500,1,0,0.75,1,360,17526
P I F,7929464005,"VISION G12,INC.",LONG BEACH,CA,90804,HANMI BANK,CA,532230,16357,2005,60,3,2,0,3,1,1,0,N,16405,130000,0,130000,65000,1,0,0.5,0,1800,18205
CHGOFF,1419365009,The Korby Marks Intellectual P,INGLEWOOD,CA,90303,BANK OF AMERICA NATL ASSOC,NC,531311,16666,2005,63,2,2,0,2,0,1,Y,N,16740,5000,0,5000,2500,1,0,0.5,0,1890,18630
P I F,1818185000,"TLT Enterprises, LLC",BURNEY,CA,96013,REDDING BANK OF COMMERCE,CA,531311,16933,2006,120,150,1,0,0,0,2,N,N,16952,2000000,0,2000000,1500000,0,0,0.75,0,3600,20552
CHGOFF,2570145010,Movies N Joy,SAN PEDRO,CA,90731,BBCN BANK,CA,532230,17359,2007,52,5,1,1,1,0,1,N,N,17378,25000,0,25000,21250,0,0,0.85,0,1560,18938
P I F,3922125003,POWER PLUS!,ANAHEIM,CA,92806,PACIFIC ENTERPRISE BANK,CA,532490,18312,2010,120,150,2,0,150,0,1,N,N,18322,1665000,0,1665000,1498500,1,0,0.9,0,3600,21922
CHGOFF,1477895002,Monica & Jim DePriest dba: Vid,REEDLEY,CA,93654,BANK OF THE SIERRA,CA,532230,16707,2005,60,2,1,2,2,0,1,N,N,16801,10800,0,10800,9180,0,0,0.85,0,1800,18601
CHGOFF,1777965001,"HEALTHY FINANCIAL FUTURES, INC",SACRAMENTO,CA,95928,CAPITAL ONE NATL ASSOC,VA,531390,16912,2006,68,3,1,0,3,0,1,N,N,16952,25000,0,25000,12500,0,0,0.5,0,2040,18992
CHGOFF,7509884006,"LAKE OF THE SKY PROPERTIES, IN",TAHOE CITY,CA,96145,COMMUNITY W. BANK NATL ASSOC,CA,531120,16231,2004,217,4,1,2,2,1,1,0,N,16252,1656500,0,1656500,1242375,0,0,0.75,0,6510,22762
CHGOFF,8535384007,Dominador Calantog,DALY CITY,CA,94014,AURORA BANK FSB,CO,531210,16463,2005,219,2,2,2,0,1,1,0,N,16526,704000,0,704000,528000,1,0,0.75,0,6570,23096
P I F,1188815004,"Just Ergonomics, Inc.",SAN CARLOS,CA,94070,BANK OF AMERICA NATL ASSOC,NC,532291,16476,2005,84,6,1,0,6,1,1,Y,N,16495,64000,0,50000,25000,0,0,0.5,0,2520,19015
P I F,3924334004,LAUGHTON PROPERTIES INC,SACRAMENTO,CA,95816,U.S. BANK NATIONAL ASSOCIATION,OH,531210,14853,2000,300,57,1,0,57,1,1,0,N,14944,193000,0,193000,144750,0,1,0.75,0,9000,23944
P I F,1004285007,SIMPLEX OFFICE SOLUTIONS,ANAHEIM,CA,92801,CALIFORNIA BANK & TRUST,CA,532420,15074,2001,36,1,1,0,0,1,0,Y,N,15095,32812,0,30000,15000,0,0,0.5,0,1080,16175
P I F,3806565009,Orange County Capital,NEWPORT BEACH,CA,92663,U.S. BANK NATIONAL ASSOCIATION,OH,531390,18245,2010,84,5,1,0,5,0,1,Y,N,18245,71015,0,25000,12500,0,0,0.5,0,2520,20765
P I F,7229264003,POWERHOUSE VENTURES INCORPORAT,IRVINE,CA,92604,BANK OF AMERICA NATL ASSOC,NC,531210,16132,2004,33,1,1,0,1,1,1,Y,N,16252,20000,0,10000,5000,0,0,0.5,0,990,17242
CHGOFF,2572475008,Jbar Realty,RICHMOND,CA,94804,BANK OF AMERICA NATL ASSOC,NC,531210,17360,2007,30,1,1,0,1,0,1,Y,N,17378,71000,0,35000,17500,0,0,0.5,0,900,18278
CHGOFF,5678974000,NICEA INTERNATIONAL INC,BEVERLY HILLS,CA,90210,BANK OF AMERICA NATL ASSOC,NC,531390,15593,2002,40,4,1,2,4,1,1,T,N,15644,42402,0,40000,20000,0,0,0.5,0,1200,16844
P I F,6601534004,AMERICAN RENT ALL,TARZANA,CA,91356,SUNRISE BANK OF ARIZONA,AZ,532310,15935,2003,120,2,1,0,0,1,1,N,N,15978,459000,0,459000,344250,0,0,0.75,0,3600,19578
CHGOFF,2186305005,EXPRESS REAL ESTATE & FINANCIA,CUPERTINO,CA,95014,CAPITAL ONE NATL ASSOC,VA,531320,17155,2007,84,2,1,0,2,0,1,N,N,17197,25000,0,25000,12500,0,0,0.5,0,2520,19717
P I F,6963064002,RFG GROUP INC NUESTRA CASA MOR,SANTA ANA,CA,92701,CDC SMALL BUS. FINAN CORP,CA,531210,16034,2004,240,20,1,20,0,1,1,0,N,16203,680000,0,680000,680000,0,1,1,0,7200,23403
CHGOFF,6508693005,"COURTESY AUTO SALES, INC.",CHULA VISTA,CA,92010,COMERICA BANK,TX,532120,12509,1994,13,5,1,0,0,1,0,N,N,12538,275000,0,275000,206250,0,0,0.75,0,390,12928
CHGOFF,5116534006,KERLAR LLC,FULLERTON,CA,92835,OPUS BANK,CA,531120,15328,2002,305,10,1,0,10,1,1,0,N,15371,712300,0,712300,534225,0,1,0.75,0,9150,24521
CHGOFF,1364005008,"Hans Strom, Inc. dba Strom Com",San Diego,CA,92101,CALIFORNIA BANK & TRUST,CA,531210,16623,2005,84,5,1,1,5,0,1,Y,N,16648,93000,0,50000,25000,0,0,0.5,0,2520,19168
CHGOFF,2238665000,"Creative Concepts, Inc.",MOORPARK,CA,93021,TELESIS COMMUNITY CU,CA,532292,17190,2007,93,0,2,1,1,0,1,N,N,17225,193200,0,193200,144900,1,0,0.75,0,2790,20015
CHGOFF,1935285005,"SB Consulting, Inc.",WALNUT GROVE,CA,95690,BANK OF AMERICA NATL ASSOC,NC,531210,17006,2006,60,1,2,0,1,0,1,Y,N,17013,23000,0,23000,11500,1,0,0.5,0,1800,18813
P I F,1088625009,Michael L. Judson dba Linex Co,SAN RAFAEL,CA,94901,BANK OF AMERICA NATL ASSOC,NC,531210,16369,2005,84,4,1,0,0,1,1,N,N,16375,39000,0,10000,5000,0,0,0.5,0,2520,18895
P I F,6656734002,COUNTRY VILLAGE POSTAL AND VID,RAMONA,CA,92065,BANK OF AMERICA NATL ASSOC,NC,532230,15953,2003,84,1,1,0,1,1,2,Y,N,15978,14300,0,14300,7150,0,0,0.5,0,2520,18498
P I F,1156185000,"MTS UNLIMITED, INC.",VISTA,CA,92083,CAPITAL ONE NATL ASSOC,VA,532299,16448,2005,84,18,1,2,18,1,1,N,N,16467,50000,0,50000,25000,0,0,0.5,0,2520,18987
P I F,3407203006,GLITTER PHOTOGRAPHY INTERN.,VENTURA,CA,93003,GOVERMNET FUNDING CALBIDCO,CA,533110,10674,1989,120,4,1,0,0,0,0,N,N,10804,85000,0,85000,63750,0,0,0.75,0,3600,14404
P I F,3110705005,Seroj Mesropian Eagles,TUJUNGA,CA,91042,BBCN BANK,CA,531210,17685,2008,37,2,1,2,2,0,1,N,N,17713,20000,0,20000,17000,0,0,0.85,0,1110,18823
P I F,2760256005,HELP-U-SELL VALLEYWIDE PROPERT,GRANADA HILLS,CA,91344,MUFG UNION BANK NATL ASSOC,CA,531210,17274,2007,84,3,1,0,3,37481,1,Y,N,17286,25000,0,25000,12500,0,0,0.5,0,2520,19806
P I F,7597863003,PLANET VIDEO,SAN DIEGO,CA,92103,PACIFIC WESTERN BANK,CA,532230,12682,1994,120,5,1,0,0,1,0,N,N,12814,110000,0,110000,99000,0,0,0.9,0,3600,16414
CHGOFF,2147255000,"Lamax Development, Inc.",LOS ANGELES,CA,90010,BANK OF AMERICA NATL ASSOC,NC,531311,17133,2007,52,8,1,0,8,0,1,Y,N,17166,159432,0,100000,50000,0,0,0.5,0,1560,18726
P I F,2446015009,"JTJ Empire Investments, LLC",LOOMIS,CA,95650,BANK OF AMERICA NATL ASSOC,NC,531210,17295,2007,84,3,2,0,3,0,1,Y,N,17317,5000,0,5000,2500,1,0,0.5,0,2520,19837
P I F,6134804002,ACACIA EXECUTIVE SERVICES INC,DIAMOND BAR,CA,91765,BANK OF AMERICA NATL ASSOC,NC,531120,15763,2003,84,5,1,0,5,1,1,Y,N,15795,50000,0,50000,25000,0,0,0.5,0,2520,18315
CHGOFF,1483255005,Sepan Hall,LOS ANGELES,CA,90039,BANK OF AMERICA NATL ASSOC,NC,531120,16712,2006,7,1,1,0,1,0,1,N,N,16770,45000,0,45000,22500,0,0,0.5,0,210,16980
CHGOFF,2410876003,THE FLOYD COMPANY,IRVINE,CA,92606,COMMERCEWEST BANK,CA,531120,17058,2006,36,6,1,3,9,1,1,Y,N,17197,150000,0,150000,75000,0,0,0.5,0,1080,18277
CHGOFF,2520155004,RUPERTO R  AGATON,LA PUENTE,CA,91744,WELLS FARGO BANK NATL ASSOC,SD,531210,17332,2007,48,2,1,1,3,0,1,Y,N,17378,64391,0,30000,15000,0,0,0.5,0,1440,18818
P I F,2378145010,"Kester Archwood Plaza, LLC",VAN NUYS,CA,91405,U.S. BANK NATIONAL ASSOCIATION,OH,531312,17261,2007,300,4,1,1,3,0,1,N,N,17286,1329000,0,1329000,996750,0,1,0.75,0,9000,26286
P I F,6337824008,PROTECH GENERAL CONTRACTING SE,NAPA,CA,94559,BANK OF AMERICA NATL ASSOC,NC,532490,15846,2003,84,3,1,0,3,1,1,T,N,15886,25000,0,25000,12500,0,0,0.5,0,2520,18406
P I F,2643026007,BUILDERS REALTOR SERVICES CO,LIVERMORE,CA,94550,WELLS FARGO BANK NATL ASSOC,SD,531210,17191,2007,84,1,1,0,1,1,1,Y,N,17256,49320,0,25000,12500,0,0,0.5,0,2520,19776
CHGOFF,1192835002,Chan Yop Cho,Corona,CA,92879,WILSHIRE BANK,CA,532230,16478,2005,60,2,1,0,2,1,1,N,N,16526,60000,0,60000,30000,0,0,0.5,0,1800,18326
P I F,8786064010,NILES LUCERO REAL ESTATE GROUP,CLOVERDALE,CA,95425,U.S. BANK NATIONAL ASSOCIATION,OH,531210,16539,2005,84,3,1,0,3,1,1,Y,N,16648,25000,0,25000,12500,0,0,0.5,0,2520,19168
CHGOFF,2681255000,JAE SOK PAK DBA VIDEO TOUR,PACOIMA,CA,91331,CAPITAL ONE NATL ASSOC,VA,532230,17415,2007,67,7,1,0,7,0,1,Y,N,17439,103059,0,50000,25000,0,0,0.5,0,2010,19449
P I F,2089865007,"CSB, INC",TRACY,CA,95377,CAPITAL ONE NATL ASSOC,VA,531210,17100,2007,84,1,1,0,1,0,1,N,N,17135,15000,0,15000,7500,0,0,0.5,0,2520,19655
P I F,6189634007,OLYMPUS REALTY,MANHATTAN BEACH,CA,90266,BANK OF AMERICA NATL ASSOC,NC,531210,15785,2003,84,1,1,0,1,1,1,Y,N,15795,10000,0,10000,5000,0,0,0.5,0,2520,18315
CHGOFF,2829966005,CREEKSIDE REALTY GROUP,VISALIA,CA,93291,MUFG UNION BANK NATL ASSOC,CA,531210,17322,2007,52,2,1,0,0,1,1,Y,N,17347,30771,0,15000,7500,0,0,0.5,0,1560,18907
CHGOFF,1188446007,FINE FOOD CORP,GLENDALE,CA,91221,WELLS FARGO BANK NATL ASSOC,SD,532120,16860,2006,39,3,1,1,4,1,1,Y,N,16921,116007,0,40000,20000,0,0,0.5,0,1170,18091
P I F,9482674000,GRACE KENG REALTOR,CUPERTINO,CA,95014,WELLS FARGO BANK NATL ASSOC,SD,531210,16790,2006,60,1,1,0,1,1,1,Y,N,17197,10300,0,10000,5000,0,0,0.5,0,1800,18997
P I F,1804286001,BADEN CORPORATION,MALIBU,CA,90265,JPMORGAN CHASE BANK NATL ASSOC,IL,531210,16911,2006,84,2,2,0,2,1,2,Y,N,16921,10000,0,10000,5000,1,0,0.5,0,2520,19441
P I F,1608905004,JORGE A. NAJERA DBA VIDEO ZONE,SAN FRANCISCO,CA,94108,CAPITAL ONE NATL ASSOC,VA,532230,16811,2006,84,4,1,1,4,0,1,N,N,16860,15000,0,15000,7500,0,0,0.5,0,2520,19380
P I F,1842966005,KINGDOM ADVANCEMENT INC,CARLSBAD,CA,92010,WELLS FARGO BANK NATL ASSOC,SD,531210,16916,2006,84,1,1,0,1,1,1,Y,N,17074,109842,0,30000,15000,0,0,0.5,0,2520,19594
P I F,7276654005,KS REAL ESTATE,LOS ANGELES,CA,90043,"CITIBANK, N.A.",CA,531210,16148,2004,72,1,1,0,1,1,1,Y,N,16891,15000,0,15000,7500,0,0,0.5,0,2160,19051
P I F,4303093010,BEACH VIDEO,ANAHEIM,CA,92804,COMERICA BANK,CA,532230,11275,1991,84,1,1,0,0,1,0,N,N,11353,80000,0,80000,72000,0,0,0.9,0,2520,13873
P I F,6612584003,KOA UNION INVESTMENT INC,TEMPLE CITY (RUDELL),CA,91042,HANMI BANK,CA,531210,15938,2003,300,2,2,1,2,1,1,0,N,15978,307500,0,307500,230625,1,1,0.75,0,9000,24978
P I F,7411414007,LOWES SERVICES,WINNETKA,CA,91306,BANK OF AMERICA NATL ASSOC,NC,531312,16196,2004,58,5,1,0,5,1,1,N,N,16222,49950,0,50000,25000,0,0,0.5,1,1740,17962
P I F,4988304010,SCOTT WEBLEY (EPC) SHOWBIZ ENT,VAN NUYS,CA,91406,CATHAY BANK,CA,532210,15265,2002,120,35,1,0,35,1,1,0,N,15552,330000,0,330000,247500,0,0,0.75,0,3600,19152
P I F,5138184009,WILLIAM E LEWALLEN,CHULA VISTA,CA,91910,WELLS FARGO BANK NATL ASSOC,CA,531210,15344,2002,300,3,1,0,3,1,1,0,N,15371,150000,0,150000,75000,0,1,0.5,0,9000,24371
P I F,7762793000,MEGA VIDEO,CITRUS HEIGHTS,CA,95621,AMERICAN RIVER BANK,CA,532230,12729,1995,300,8,1,0,0,1,0,N,N,12814,401000,0,401000,300750,0,1,0.75,0,9000,21814
P I F,2319666009,FUNDING WELL CAPITAL INC,ALISO VIEJO,CA,92656,MUFG UNION BANK NATL ASSOC,CA,532490,17023,2006,84,4,2,0,4,1,1,Y,N,17044,60401,0,25000,12500,1,0,0.5,0,2520,19564
P I F,7537054001,KOBAWOO VIDEO,GARDEN GROVE,CA,92844,HANMI BANK,CA,532230,16240,2004,84,1,1,0,1,1,1,0,N,16252,160000,0,160000,80000,0,0,0.5,0,2520,18772
CHGOFF,3151956002,BUNCH CORPORATION,CAMPBELL,CA,85008,FOCUS BUSINESS BANK,CA,531311,17567,2008,120,5,1,0,5,1,1,0,N,17591,575000,0,575000,431250,0,0,0.75,0,3600,21191
P I F,6144114000,DAVID LOUIS PINCUS AND JOSHUA,STUDIO CITY,CA,91604,CALIFORNIA STATEWIDE CERT. DEV,CA,532420,15768,2003,240,12,1,6,0,1,1,0,N,15839,298000,0,298000,298000,0,1,1,0,7200,23039
P I F,8814484005,CENTRAL REAL ESTATE,LOS ANGELES,CA,90044,SOUTHLAND ECONOMIC DEVEL CORP,CA,531110,16551,2005,240,1,1,0,1,1,1,0,N,16665,144000,0,144000,144000,0,1,1,0,7200,23865
CHGOFF,4464183003,WEST COAST VIDEO/SJNA ENTERPRI,SAN DIEGO,CA,92126,BANK OF AMERICA NATL ASSOC,NC,532230,11464,1991,180,13,1,0,0,88407,0,N,N,11992,150000,0,211900,180115,0,0,0.85,0,5400,17392
CHGOFF,4158245002,"Mhunited.Com, LLC",CORONA DEL MAR,CA,92625,JPMORGAN CHASE BANK NATL ASSOC,IL,531390,18451,2010,84,1,2,1,1,0,1,Y,N,18451,29700,0,24700,12350,1,0,0.5,0,2520,20971
P I F,3405416005,"THE DAHM TEAM, INC.",BRAWLEY,CA,92227,COMMUNITY VALLEY BANK,CA,531210,17771,2008,46,3,1,3,3,1,2,T,N,18263,200000,0,200000,100000,0,0,0.5,0,1380,19643
P I F,3384935001,"Pacific Post Rentals, Inc.",Glendale,CA,91201,WELLS FARGO BANK NATL ASSOC,SD,532299,18004,2009,90,2,1,0,2,0,1,N,N,18048,243000,0,243000,218700,0,0,0.9,0,2700,20748
P I F,2058724001,"MOVIE MOVERS , INC.",VAN NUYS,CA,91405,CITY NATIONAL BANK,CA,532120,14013,1998,120,20,1,0,0,1,0,0,N,14030,1000000,0,1000000,750000,0,0,0.75,1,3600,17630
CHGOFF,2560916008,"BEAR EQUIPMENT RENTAL, INC",PARAMOUNT,CA,90723,BANC OF CALIFORNIA NATL ASSOC,CA,532412,17139,2007,18,11,1,1,12,1,2,Y,N,17197,104304,0,50000,25000,0,0,0.5,1,540,17737
P I F,1245455000,Eastlake Realty and Mortgage C,CHULA VISTA,CA,91914,BANK OF AMERICA NATL ASSOC,NC,531210,16520,2005,84,2,2,0,2,1,1,Y,N,16709,10000,0,10000,5000,1,0,0.5,0,2520,19229
P I F,9004573004,STEVE'S GOODTIME VIDEOS,SAN JOSE,CA,95132,U.S. BANK NATIONAL ASSOCIATION,AZ,532230,13192,1996,84,6,1,0,0,1,0,N,Y,13269,100000,0,100000,80000,0,0,0.8,0,2520,15789
P I F,2594775005,"C Direct Realty Consulting, LL",LANCASTER,CA,93536,BANK OF AMERICA NATL ASSOC,NC,531210,17372,2007,84,7,1,0,7,0,1,N,N,17409,37500,0,40000,20000,0,0,0.5,0,2520,19929
CHGOFF,1873155005,Autumn Cho dba Colima Financia,Stanton,CA,90680,CALIFORNIA BANK & TRUST,CA,531210,16966,2006,84,2,1,0,2,0,1,Y,N,17409,25015,0,25000,12500,0,0,0.5,0,2520,19929
P I F,4543243006,REDLANDS MOVIE SHOPPE/REYNOLDS,REDLANDS,CA,92373,GE CAP. SMALL BUS. FINAN CORP,TX,532230,11539,1991,240,7,1,0,0,1,0,N,N,11626,110000,0,110000,99000,0,1,0.9,0,7200,18826
CHGOFF,9334994000,VICTOR C LIGAN REALTOR,ELK GROVE,CA,65757,WELLS FARGO BANK NATL ASSOC,SD,531210,16768,2006,38,1,1,0,1,1,1,Y,N,16801,45476,0,30000,15000,0,0,0.5,1,1140,17941
P I F,9619854008,ALPHA VALUATION GROUP,SAN JOSE,CA,95126,BAY AREA EMPLOYMENT DEVEL CO,CA,531320,16810,2006,240,4,1,2,0,1,1,0,N,16903,444000,0,444000,444000,0,1,1,0,7200,24103
P I F,7765744009,CRUISER KING,SAN DIEGO,CA,92109,UMPQUA BANK,OR,532292,16317,2004,300,1,1,0,1,1,1,0,N,16375,302400,0,302400,226800,0,1,0.75,0,9000,25375
P I F,2497875009,ReMax Commercial Real Estate G,LOS ANGELES,CA,90015,EAST WEST BANK,CA,531210,17323,2007,120,0,2,11,11,69149,1,N,N,17347,350000,0,350000,262500,1,0,0.75,0,3600,20947
CHGOFF,3994354005,VIDEO SCENE OF TWAIN HARTE,TWAIN HARTE,CA,95383,WELLS FARGO BANK NATL ASSOC,SD,532230,14888,2001,8,5,1,0,0,1,1,0,Y,14944,127500,0,127500,95625,0,0,0.75,0,240,15184
CHGOFF,3576054006,TYE DYE VIDEO,WEAVERVILLE,CA,96093,UMPQUA BANK,CA,532230,14648,2000,120,2,1,2,2,1,2,0,N,14669,138000,0,138000,103500,0,0,0.75,0,3600,18269
P I F,1791255007,"AquaPrix, Inc.",HAYWARD,CA,94545,WILSHIRE BANK,CA,532420,16918,2006,120,15,1,0,15,0,1,N,N,16952,1525000,0,1525000,1143750,0,0,0.75,0,3600,20552
P I F,8945384010,RANCHO MORTGAGE,ALPINE,CA,91901,CALIFORNIA BANK & TRUST,CA,531190,16610,2005,168,7,1,1,8,1,2,0,N,16648,595000,0,595000,446250,0,0,0.75,0,5040,21688
P I F,7662504004,SAN JOSE CHOCOLATE FOUNTAINS,SAN JOSE,CA,95127,INNOVATIVE BANK,CA,532210,16285,2004,84,1,1,3,1,1,1,0,N,16314,5000,0,5000,2500,0,0,0.5,0,2520,18834
P I F,5500933006,U-SAVE AUTO RENTAL,SAN CLEMENTE,CA,92672,CALIFORNIA BANK & TRUST,CA,532111,12086,1993,254,4,1,0,0,1,0,N,N,12173,412000,0,412000,350200,0,1,0.85,0,7620,19793
P I F,4582114001,CENTURY 21 BUENA VISTA,SANTA PAULA,CA,93060,MUFG UNION BANK NATL ASSOC,CA,531210,15141,2001,240,15,1,5,15,15710,1,0,N,15187,168000,0,168000,126000,0,1,0.75,0,7200,22387
P I F,1900586008,EXTREME GRIP EQUIPMENT LLC,WEST HILLS,CA,91304,WELLS FARGO BANK NATL ASSOC,SD,532490,16922,2006,84,1,1,0,1,1,1,Y,N,16952,89947,0,35000,17500,0,0,0.5,0,2520,19472
P I F,9459064007,SAKS REALTY,SANTA CLARA,CA,95050,MUFG UNION BANK NATL ASSOC,CA,531210,16786,2006,84,3,1,0,0,15710,1,Y,N,16832,193729,0,50000,25000,0,0,0.5,0,2520,19352
P I F,6759684003,C&D REAL ESTATE APPRAISAL SERV,SAN CARLOS,CA,94070,WELLS FARGO BANK NATL ASSOC,CA,531320,15981,2004,300,7,1,0,7,1,1,0,N,16009,250000,0,250000,187500,0,1,0.75,0,9000,25009
CHGOFF,7108044000,RONNIE'S TUXEDOS,SAN LUIS OBISPO,CA,93401,MUFG UNION BANK NATL ASSOC,CA,532220,16090,2004,106,10,1,0,0,1,1,0,N,16101,150000,0,150000,127500,0,0,0.85,0,3180,19281
P I F,6137104010,JIM STEVER REALTY,FAIRFIELD,CA,94533,UMPQUA BANK,OR,531210,15764,2003,306,2,1,0,2,1,1,0,N,15825,500000,0,500000,375000,0,1,0.75,0,9180,25005
P I F,1346505001,"Turnbloom & Associates, Incorp",PLEASANT HILL,CA,94523,BANK OF AMERICA NATL ASSOC,NC,531210,16608,2005,84,6,1,0,6,1,1,Y,N,16801,55000,0,50000,25000,0,0,0.5,0,2520,19321
P I F,9796983006,TIE-DYE VIDEO,WEAVERVILLE,CA,96093,UMPQUA BANK,CA,532230,13479,1997,84,1,2,0,0,1,0,N,N,13545,50000,0,50000,40000,1,0,0.8,0,2520,16065
CHGOFF,3095626002,CENTURION APPRAISALS,UKIAH,CA,95482,JPMORGAN CHASE BANK NATL ASSOC,IL,531311,17512,2008,66,2,1,35,2,1,2,Y,N,17531,53371,0,24000,12000,0,0,0.5,0,1980,19511
P I F,2704045000,"HOMIDI REAL ESTATE AND LOANS,",FREMONT,CA,94538,U.S. BANK NATIONAL ASSOCIATION,OH,531210,17426,2007,84,1,1,0,1,0,1,Y,N,17470,67011,0,50000,25000,0,0,0.5,0,2520,19990
CHGOFF,2702565010,JAMES PATRICK DOLAN DBA JD CON,SAN DIEGO,CA,92117,CAPITAL ONE BK (USA) NATL ASSO,VA,531210,17426,2007,72,1,1,0,1,0,1,Y,N,17470,70000,0,35000,17500,0,0,0.5,0,2160,19630
P I F,2074015007,Flores Distribution,COSTA MESA,CA,92627,BBCN BANK,CA,531120,17091,2007,69,2,2,6,8,0,1,N,N,17105,5000,0,5000,4250,1,0,0.85,0,2070,19175
CHGOFF,7310684008,R & J VALLEJO ENTERPRISES,STOCKTON,CA,95209,WELLS FARGO BANK NATL ASSOC,SD,531210,16160,2004,8,3,1,1,3,1,1,Y,N,16314,216429,0,85000,42500,0,0,0.5,0,240,16554
P I F,6517044007,CARESS,GARDEN GROVE,CA,92841,MERRILL LYNCH BANK USA,UT,532299,15908,2003,60,15,1,0,15,1,1,0,N,15948,221000,0,300000,225000,0,0,0.75,1,1800,17748
CHGOFF,2887816004,EXCLUSIVE REAL ESTATE CORPORAT,WOODLAND HILLS,CA,91364,SBA - EDF ENFORCEMENT ACTION,CO,531210,17356,2007,240,10,1,5,10,1,1,0,N,17421,1799000,0,1799000,1799000,0,1,1,0,7200,24621
P I F,2747704001,VALLEY NATIONAL LEASE,FRESNO,CA,93706,CEN CAL BUSINESS FINANCE GROUP,CA,532120,14272,1999,240,15,1,5,0,1,0,N,N,14348,414000,0,446000,446000,0,1,1,0,7200,21548
P I F,1187995010,YOSEMITE / BASS LAKE ACTIVITIE,BASS LAKE,CA,93604,CAPITAL ONE NATL ASSOC,VA,532292,16476,2005,84,30,1,1,30,1,2,N,N,16526,50000,0,50000,25000,0,0,0.5,0,2520,19046
CHGOFF,9152104001,MIDWAY TRIANGLE LP A CALIFORNI,SAN DIEGO,CA,92110,WESTERN ALLIANCE BANK,AZ,531120,16715,2006,260,2,2,2,4,1,1,N,N,16740,921421,0,1073000,804750,1,1,0.75,0,7800,24540
CHGOFF,2435796010,TEAM MINISTRY GROUP LLC,LOS ANGELES,CA,90007,"CITIBANK, N.A.",SD,531390,17069,2006,59,6,1,3,6,1,1,Y,N,17105,109495,0,100000,50000,0,0,0.5,0,1770,18875
CHGOFF,6138794009,SANKOFA PROPERTY INVESTMENTS,OAKLAND,CA,94603,BBCN BANK,CA,531210,15764,2003,57,2,1,0,2,1,0,0,N,15764,5000,0,5000,4250,0,0,0.85,0,1710,17474
CHGOFF,2813125010,Tony Crumrine Real Estate,PLEASANTON,CA,94566,BANK OF AMERICA NATL ASSOC,NC,531210,17485,2008,55,4,1,0,4,0,1,T,N,17500,52500,0,35000,17500,0,0,0.5,0,1650,19150
P I F,2736755006,Frank Real Estate,LOS ANGELES,CA,90010,BBCN BANK,CA,531210,17440,2008,45,0,2,0,0,0,1,N,N,17470,10000,0,10000,8500,1,0,0.85,0,1350,18820
CHGOFF,2743075001,"PRIME RESIDENTIAL INVESTMENTS,",CAMPBELL,CA,95008,U.S. BANK NATIONAL ASSOCIATION,OH,531210,17443,2008,58,5,1,0,5,0,1,Y,N,17500,124060,0,50000,25000,0,0,0.5,0,1740,19240
P I F,6687254003,SKYE COMMUNICATIONS,PASADENA,CA,91104,BANK OF AMERICA NATL ASSOC,NC,532310,15963,2003,84,2,1,0,2,1,1,Y,N,15978,7319,0,33000,16500,0,0,0.5,0,2520,18498
P I F,8999524010,MOSEY INC,PALOS VERDES ESTATES,CA,90274,"CITIBANK, N.A.",CA,532490,16638,2005,84,2,1,1,2,1,1,Y,N,17652,35000,0,35000,17500,0,0,0.5,0,2520,20172
P I F,7815224005,SIGNATURE MRI SALES & SERVICES,LOS ANGELES,CA,90066,WELLS FARGO BANK NATL ASSOC,CA,532490,16331,2004,36,1,1,0,1,1,1,Y,N,16344,60014,0,30000,15000,0,0,0.5,0,1080,17424
P I F,5159004000,DRAGAN SERVICES,SAN DIEGO,CA,92109,CALIFORNIA BANK & TRUST,CA,531210,15356,2002,36,1,1,5,1,1,1,Y,N,15371,45000,0,45000,22500,0,0,0.5,0,1080,16451
P I F,8755154010,"RINETTI ENTERPRISES,LLC",LA CANADA,CA,91011,SBA - EDF ENFORCEMENT ACTION,CO,531390,16526,2005,240,22,1,3,22,1,1,0,N,17183,711000,0,711000,711000,0,1,1,0,7200,24383
P I F,6394324007,A J ROSS COMMERCIAL REAL ESTAT,SANTA PAULA,CA,93060,WELLS FARGO BANK NATL ASSOC,CA,531210,15866,2003,83,1,1,1,1,1,1,Y,N,15917,30000,0,30000,15000,0,0,0.5,0,2490,18407
P I F,2956446005,JET SOLUTIONS CORP,CARLSBAD,CA,92009,"CITIBANK, N.A.",SD,532411,17402,2007,84,1,1,0,1,1,1,Y,N,17805,50000,0,50000,25000,0,0,0.5,0,2520,20325
P I F,6507694010,SEAN TRUCK & REFER RENTAL,BARSTOW,CA,92311,DESERT COMMUN BANK A DIVISION,CA,532120,15904,2003,60,1,1,0,1,1,1,0,N,15948,24000,0,24000,12000,0,0,0.5,1,1800,17748
CHGOFF,1321525000,"Thomas M. Hildebrandt, III dba",Arcata,CA,95521,CAPITAL ONE NATL ASSOC,VA,532230,16589,2005,23,6,1,0,6,1,1,N,N,16617,75000,0,75000,37500,0,0,0.5,0,690,17307
